Date,Open,High,Low,Close,Adj Close,Volume
7/24/2012,23300,23500,23180,23400,23.115204,14598050
7/25/2012,23060,23440,22780,23160,22.878128,13609850
7/26/2012,23380,23480,23200,23440,23.154722,13654750
7/27/2012,23900,24660,23820,24660,24.35988,26686200
7/30/2012,25200,25560,25020,25500,25.189653,19113350
7/31/2012,25600,26680,25500,26180,25.861374,33735650
8/1/2012,25840,26300,25660,26000,25.683565,19039100
8/2/2012,26000,26080,25220,25260,24.952574,15951250
8/3/2012,24800,25340,24760,24860,24.557446,15582650
8/6/2012,25700,26100,25640,25960,25.644049,12289150
8/7/2012,26060,26080,25680,25880,25.565029,10258400
8/8/2012,26120,26560,26020,26400,26.078697,19459150
8/9/2012,26420,26960,26360,26800,26.473831,30612650
8/10/2012,26700,26960,26600,26960,26.631884,14733250
8/13/2012,26840,26940,26460,26500,26.177479,9891050
8/14/2012,26520,27000,26520,26900,26.572615,14396850
8/16/2012,27080,27100,26760,26900,26.572615,14824150
8/17/2012,26880,26900,25720,25900,25.584785,27642800
8/20/2012,25400,25660,25100,25660,25.347704,19944800
8/21/2012,25840,26040,25640,25640,25.327946,15315200
8/22/2012,25380,25620,25140,25280,24.972336,16031200
8/23/2012,25220,25740,24980,25740,25.426727,13857750
8/24/2012,25400,25740,25280,25500,25.189653,14077200
8/27/2012,23780,24060,23460,23600,23.312777,63803450
8/28/2012,23720,24180,23600,23900,23.609127,27767400
8/29/2012,24180,24700,24140,24600,24.300608,23415550
8/30/2012,24560,24580,24040,24300,24.004259,16211400
8/31/2012,24220,24680,24140,24660,24.35988,20301300
9/3/2012,24400,24700,24020,24360,24.06352,13903800
9/4/2012,24380,24560,24200,24360,24.06352,9916550
9/5/2012,24100,24240,23780,23780,23.490585,17381950
9/6/2012,24000,24060,23860,23920,23.62888,12373750
9/7/2012,24600,25020,24400,25000,24.695738,25512400
9/10/2012,25200,25280,25000,25000,24.695738,15883700
9/11/2012,24800,25300,24640,25120,24.814278,9890800
9/12/2012,25360,25900,25180,25880,25.565029,18473250
9/13/2012,25980,26100,25620,26020,25.703321,19489950
9/14/2012,26600,26780,26540,26720,26.3948,24872500
9/17/2012,26720,26720,26240,26300,25.979919,14896000
9/18/2012,26280,26720,26160,26300,25.979919,11232300
9/19/2012,26120,26460,25960,26280,25.960155,12114550
9/20/2012,25860,26100,25680,25740,25.426727,14199800
9/21/2012,26000,26140,25900,26040,25.723082,14913400
9/24/2012,26000,26560,25840,26540,26.216995,13195450
9/25/2012,26200,26680,26200,26540,26.216995,11348000
9/26/2012,26260,26500,26120,26500,26.177479,12054550
9/27/2012,26540,26840,26460,26760,26.434317,14541600
9/28/2012,27180,27200,26780,26920,26.592365,17906350
10/2/2012,27080,27420,27040,27380,27.046768,13376250
10/4/2012,27020,27460,26780,27340,27.007254,19127200
10/5/2012,27740,27800,27040,27400,27.066528,17828800
10/8/2012,27500,27580,27200,27460,27.125801,12037600
10/9/2012,27260,27620,27260,27440,27.106047,8788650
10/10/2012,27060,27200,26500,26500,26.177479,12976700
10/11/2012,26200,26400,25740,26080,25.762594,23779850
10/12/2012,26100,26240,25760,25920,25.604538,14977250
10/15/2012,25920,26240,25740,26000,25.683565,10334000
10/16/2012,26520,26620,26300,26600,26.27626,10671300
10/17/2012,26840,26920,26320,26720,26.3948,8984550
10/18/2012,26720,26820,26560,26740,26.41456,10498450
10/19/2012,26460,26500,25980,26040,25.723082,13969950
10/22/2012,25540,26340,25520,26300,25.979919,11741150
10/23/2012,26380,26440,26040,26260,25.940401,9253550
10/24/2012,25940,26180,25780,26000,25.683565,13454500
10/25/2012,25920,26440,25820,26440,26.118212,11881100
10/26/2012,26120,26240,25740,25740,25.426727,13793850
10/29/2012,25960,25980,25580,25980,25.663813,11448050
10/30/2012,25980,26080,25840,25960,25.644049,6643850
10/31/2012,26120,26240,25980,26200,25.881132,10604850
11/1/2012,25900,26040,25800,25940,25.6243,10455600
11/2/2012,26380,26660,26260,26540,26.216995,18521400
11/5/2012,26560,26980,26400,26820,26.493587,13062050
11/6/2012,26980,26980,26640,26980,26.651642,8981800
11/7/2012,26860,27240,26700,27240,26.90847,9676400
11/8/2012,26960,27140,26820,27000,26.671398,15326600
11/9/2012,26700,27020,26520,26820,26.493587,14550300
11/12/2012,26620,26940,26620,26900,26.572615,6959250
11/13/2012,26940,26980,26520,26980,26.651642,7325850
11/14/2012,27140,27140,26920,27100,26.770185,10436000
11/15/2012,26700,26760,26520,26620,26.296017,9959100
11/16/2012,26440,26520,26020,26140,25.821863,12172550
11/19/2012,26300,26840,26260,26640,26.315781,10137500
11/20/2012,27060,27300,26920,27280,26.947992,13420300
11/21/2012,27520,27940,27440,27680,27.343121,17780400
11/22/2012,27880,28380,27820,28340,27.99509,14930950
11/23/2012,28440,28840,28340,28740,28.390215,12322050
11/26/2012,28840,28860,27980,28080,27.738249,13749850
11/27/2012,28100,28560,28080,28320,27.97533,11836200
11/28/2012,28000,28760,27920,28260,27.916059,14055800
11/29/2012,28040,28440,28040,28280,27.93582,13073300
11/30/2012,28460,28500,27980,28120,27.777763,16427600
12/3/2012,28400,28720,28160,28600,28.251923,10220850
12/4/2012,28640,28680,28400,28600,28.251923,9504900
12/5/2012,28600,29100,28540,29100,28.745836,12436400
12/6/2012,29360,29420,28680,29080,28.72608,14248700
12/7/2012,29000,29960,29000,29600,29.239748,15882450
12/10/2012,30120,30120,29700,29820,29.457077,13056100
12/11/2012,29960,29960,29380,29520,29.16073,12657350
12/12/2012,29460,29920,29460,29800,29.437313,15244450
12/13/2012,30000,30660,29860,30660,30.286846,30680500
12/14/2012,30320,30720,30160,30300,29.931229,13905250
12/17/2012,30020,30480,29940,30060,29.694147,15511100
12/18/2012,30000,30320,29900,30300,29.931229,13538450
12/20/2012,30300,30580,29900,30060,29.694147,20128500
12/21/2012,29860,29920,28800,28840,28.489002,27576200
12/24/2012,28960,29520,28840,29480,29.121216,14488550
12/26/2012,29600,30060,29400,29400,29.042183,14038700
12/27/2012,29400,30000,29400,29920,39.677727,9143900
12/28/2012,29760,30600,29740,30440,40.367317,10562750
1/2/2013,30660,31520,30540,31520,41.799534,11449650
1/3/2013,31640,31680,30860,30860,40.92429,14227400
1/4/2013,30800,30840,30200,30500,40.446884,12999800
1/7/2013,30300,30560,30000,30400,40.314274,12610950
1/8/2013,30260,30340,29960,30000,39.783821,13822250
1/9/2013,30000,30260,29820,30000,39.783821,12659950
1/10/2013,30300,30680,30000,30600,40.579487,14663600
1/11/2013,30960,30960,30140,30660,40.659054,11913550
1/14/2013,30780,31040,30560,31040,41.162991,7999950
1/15/2013,31200,31200,30240,30240,40.102085,10727150
1/16/2013,30280,30520,29660,29840,39.571636,16221000
1/17/2013,30040,30040,29000,29380,38.96162,20236700
1/18/2013,29600,29740,29100,29600,39.253361,12516600
1/21/2013,29280,29500,28960,29080,38.563778,14519650
1/22/2013,28900,29740,28900,29600,39.253361,11947400
1/23/2013,30000,30040,29460,29460,39.067699,9293550
1/24/2013,29360,29380,28820,29060,38.537251,15999050
1/25/2013,29200,29220,28100,28340,37.582451,21795250
1/28/2013,27920,28020,27420,27440,36.388939,30852150
1/29/2013,27800,28360,27600,28180,37.370266,21616550
1/30/2013,28520,28800,28240,28800,38.192471,16170100
1/31/2013,28600,28960,28440,28960,38.404652,16052800
2/1/2013,29200,29200,28440,28820,38.218983,11576200
2/4/2013,29000,29060,28340,28740,38.112892,12861900
2/5/2013,28300,28860,28280,28700,38.059845,11388100
2/6/2013,28800,28860,28540,28540,37.847668,6897150
2/7/2013,28780,28780,28400,28400,37.66201,9721100
2/8/2013,28360,29400,28300,29240,38.775967,13423850
2/12/2013,29680,29680,29180,29360,38.935097,8419750
2/13/2013,29480,29780,29120,29740,39.439022,9209050
2/14/2013,29800,29880,29540,29800,39.518585,7534100
2/15/2013,29800,29960,29540,29960,39.730766,7599950
2/18/2013,29800,30020,29620,29800,39.518585,7109950
2/19/2013,29600,29980,29580,29840,39.571636,6132250
2/20/2013,30040,30900,29940,30900,40.977337,18039350
2/21/2013,30800,31160,30700,31000,41.10994,13123650
2/22/2013,30600,30960,30400,30600,40.579487,13852650
2/25/2013,30980,30980,30600,30600,40.579487,8897550
2/26/2013,30300,30760,30160,30540,40.499924,9244750
2/27/2013,31180,31180,30380,30540,40.499924,8938200
2/28/2013,30600,31080,30600,30880,40.950813,12784200
3/4/2013,31260,31260,30600,30780,40.818195,13276850
3/5/2013,31120,31280,30960,31000,41.10994,9294600
3/6/2013,31440,31500,30940,31200,41.375179,10148650
3/7/2013,30960,31000,30240,30400,40.314274,13482700
3/8/2013,30300,30340,29780,29980,39.757294,18941000
3/11/2013,29860,30240,29700,30160,39.995998,13748250
3/12/2013,30080,30240,29800,29880,39.62468,8746550
3/13/2013,30120,30580,30020,30540,40.499924,11303550
3/14/2013,30560,30680,29980,30400,40.314274,12557800
3/15/2013,30580,30580,29600,29600,39.253361,36618350
3/18/2013,29200,29200,28680,28900,38.325077,26439550
3/19/2013,29000,29840,28960,29500,39.12075,13977100
3/20/2013,29200,29700,29120,29200,38.722916,13515750
3/21/2013,29220,29480,29120,29140,38.643345,11768550
3/22/2013,29160,29360,29040,29100,38.590302,10687100
3/25/2013,29600,29900,29400,29900,39.651203,10272050
3/26/2013,29900,30440,29820,30180,40.022526,16830000
3/27/2013,30300,30320,29740,30080,39.8899,12881400
3/28/2013,30060,30200,29940,30200,40.049042,7989600
3/29/2013,30480,30640,30340,30540,40.499924,9533700
4/1/2013,30700,30700,30240,30240,40.102085,5295500
4/2/2013,30200,30640,30200,30500,40.446884,8574850
4/3/2013,30520,30560,30180,30420,40.34079,10882700
4/4/2013,30340,30380,29980,30120,39.942951,10700450
4/5/2013,30100,30320,29860,30100,39.916428,14977350
4/8/2013,30100,30620,29940,30400,40.314274,12959500
4/9/2013,30540,30600,30200,30560,40.526443,9244000
4/10/2013,30800,30800,30260,30420,40.34079,11779700
4/11/2013,30420,30800,30360,30800,40.844711,11291500
4/12/2013,30800,31000,30260,30340,40.234692,10744050
4/15/2013,30060,30700,30060,30460,40.393837,10767300
4/16/2013,30100,30640,30020,30560,40.526443,18551850
4/17/2013,31320,31320,30280,30360,40.261227,10491100
4/18/2013,30400,30440,29620,29660,39.332943,13358400
4/19/2013,29300,29840,29100,29500,39.12075,15704000
4/22/2013,29800,30060,29300,30060,39.863377,9335850
4/23/2013,30000,30060,29480,29660,39.332943,8864850
4/24/2013,29700,29880,29480,29720,39.412502,10086550
4/25/2013,29400,29880,29400,29880,39.62468,10463900
4/26/2013,29900,29940,29440,29720,39.412502,11651600
4/29/2013,29820,29840,29500,29620,39.279888,8500150
4/30/2013,29800,30600,29760,30400,40.314274,18705000
5/2/2013,30520,30640,30340,30560,40.526443,10048950
5/3/2013,30700,30740,30420,30700,40.712112,6559050
5/6/2013,30800,30800,30240,30280,40.155132,8654300
5/7/2013,30160,30160,29820,29860,39.598164,11434500
5/8/2013,29860,29960,29580,29760,39.465546,14921950
5/9/2013,29800,30400,29780,30300,40.181648,10806150
5/10/2013,30280,30280,29520,29520,39.147282,11794850
5/13/2013,29420,29600,29240,29540,39.173805,8750100
5/14/2013,29740,30000,29660,30000,39.783821,9002650
5/15/2013,29700,30000,29680,30000,39.783821,10594800
5/16/2013,30020,30280,30000,30160,39.995998,14657550
5/20/2013,30040,30240,29920,29940,39.704247,12288850
5/21/2013,30200,30200,29700,29840,39.571636,11600400
5/22/2013,30080,30200,29820,30180,40.022526,9923100
5/23/2013,29840,30040,29680,29680,39.359459,11994150
5/24/2013,29740,29880,29440,29720,39.412502,10190600
5/27/2013,29800,29980,29740,29780,39.492062,6146400
5/28/2013,29620,29920,29620,29680,39.359459,11588050
5/29/2013,29680,30460,29660,30240,40.102085,14760550
5/30/2013,30360,30980,30240,30880,40.950813,22778000
5/31/2013,30920,31180,30740,30760,40.791668,18025050
6/3/2013,30720,31180,30560,30640,40.632534,10309450
6/4/2013,30660,30840,30420,30800,40.844711,8496600
6/5/2013,30980,31060,30420,30420,40.34079,13590650
6/7/2013,29500,29700,28480,28540,37.847668,54290800
6/10/2013,28400,28860,28280,28500,37.794628,26677700
6/11/2013,28220,28380,27560,27780,36.839817,34613000
6/12/2013,27560,28060,27240,27700,36.733727,22887650
6/13/2013,27600,27940,27140,27140,35.991093,33509850
6/14/2013,27300,27540,27140,27380,36.309361,17558350
6/17/2013,27400,27560,27300,27320,36.229797,11758450
6/18/2013,27360,27740,27200,27740,36.786774,11043050
6/19/2013,27640,27700,27280,27380,36.309361,10270250
6/20/2013,26860,26960,26520,26580,35.248463,17817950
6/21/2013,25880,26660,25800,26500,35.142368,27677800
6/24/2013,27000,27000,26260,26260,34.8241,15847900
6/25/2013,26020,26360,25760,25940,34.399746,20774950
6/26/2013,26020,26100,24900,25220,33.444923,31751200
6/27/2013,25900,26880,25720,26780,36.23201,25756150
6/28/2013,27000,27000,26580,26840,36.313187,20961250
7/1/2013,26680,26920,26440,26520,35.880241,12825950
7/2/2013,26800,27040,26600,26700,36.123764,10214450
7/3/2013,26680,26780,25900,26020,35.203766,12822050
7/4/2013,26040,26340,25920,26340,35.636707,9042650
7/5/2013,25720,26300,25200,25340,34.283752,30382800
7/8/2013,25000,25160,24180,24520,33.174335,26480150
7/9/2013,24600,25000,24580,24740,33.471989,19694950
7/10/2013,24900,25040,24740,24960,33.769642,17305650
7/11/2013,25020,26240,25020,26240,35.501415,20788350
7/12/2013,26400,26480,26020,26240,35.501415,11391300
7/15/2013,26300,26380,25700,26260,35.528473,9629600
7/16/2013,26360,26420,25800,25960,35.122589,9300950
7/17/2013,26020,26600,25720,26400,35.717888,12302300
7/18/2013,26500,26500,25840,25840,34.960232,15704200
7/19/2013,25760,25900,25280,25460,34.446121,16271300
7/22/2013,25600,25780,25300,25460,34.446121,10351150
7/23/2013,25460,26140,25440,26140,35.366119,11948900
7/24/2013,26140,26340,25900,26300,35.582588,8772650
7/25/2013,26340,26440,26160,26300,35.582588,8495650
7/26/2013,26280,26380,25980,26060,35.257877,13619550
7/29/2013,25820,26000,25580,25660,34.716709,11821850
7/30/2013,25540,25900,25540,25800,34.906116,9425350
7/31/2013,25600,25800,25580,25600,34.635525,12735500
8/1/2013,25700,25760,25480,25600,34.635525,9058900
8/2/2013,25860,26000,25640,25720,34.797878,11241350
8/5/2013,25660,25660,25480,25480,34.473171,8079850
8/6/2013,24900,25440,24900,25080,33.931988,14493700
8/7/2013,24740,24800,24440,24440,33.066097,15778100
8/8/2013,24260,24700,24260,24340,32.930813,17910800
8/9/2013,24580,24820,24400,24600,33.282578,12080200
8/12/2013,24600,24960,24500,24640,33.336697,10140600
8/13/2013,24880,25800,24840,25800,34.906116,20929450
8/14/2013,25780,26000,25700,26000,35.176704,13005100
8/16/2013,25720,26020,25640,25900,35.041412,11416600
8/19/2013,25720,25920,25600,25720,34.797878,6499850
8/20/2013,25920,26100,25380,25380,34.337879,14230950
8/21/2013,25300,25640,25120,25120,33.986107,12346050
8/22/2013,25000,25340,24900,25100,33.959053,11984850
8/23/2013,25600,26000,25420,25900,35.041412,17203400
8/26/2013,26020,26100,25920,26000,35.176704,11519650
8/27/2013,26140,26180,25900,26080,35.284946,9130800
8/28/2013,25680,26200,25680,26180,35.420238,9492550
8/29/2013,26340,26960,26280,26880,36.367306,16315000
8/30/2013,27200,27360,27020,27360,37.016716,17135800
9/2/2013,27360,27420,27000,27020,36.556717,10081600
9/3/2013,27280,27280,26520,26740,36.177887,11798500
9/4/2013,26600,27080,26420,26800,36.25906,10920050
9/5/2013,27400,27420,27160,27300,36.935547,15100100
9/6/2013,27400,27500,27160,27380,37.043774,11937950
9/9/2013,27420,27500,27260,27460,37.152008,9291550
9/10/2013,27380,27920,27360,27920,37.774372,14717650
9/11/2013,27960,28040,27700,28040,37.936722,13353000
9/12/2013,28100,28480,27900,28200,38.153194,21805400
9/13/2013,28180,28200,27920,28120,38.04496,12281500
9/16/2013,28460,28500,28220,28500,38.55909,11710700
9/17/2013,28400,28400,27620,27720,37.50378,17181350
9/23/2013,27300,27620,27060,27200,36.800243,24362900
9/24/2013,26840,27580,26760,27460,37.152008,15138900
9/25/2013,27340,27480,27020,27280,36.908482,11176450
9/26/2013,27280,27440,27120,27440,37.124947,10374700
9/27/2013,27500,27540,27260,27320,36.962593,11613250
9/30/2013,27320,27640,27200,27340,36.989658,11650900
10/1/2013,27600,27660,27200,27640,37.395538,9773150
10/2/2013,27960,28500,27800,28360,38.369671,17586350
10/4/2013,28760,28840,28280,28360,38.369671,15753700
10/7/2013,28740,28740,28500,28720,38.856735,10228250
10/8/2013,28340,28660,28340,28600,38.694378,10546000
10/10/2013,28420,28640,28420,28600,38.694378,13819000
10/11/2013,28800,28940,28720,28860,39.046143,11254150
10/14/2013,28960,28980,28760,28760,38.910851,7373700
10/15/2013,29000,29140,28900,29140,39.424969,10023650
10/16/2013,29380,29380,28900,29000,39.235554,8010600
10/17/2013,29200,29360,29080,29260,39.587326,9099350
10/18/2013,29440,29500,29260,29440,39.830856,7852150
10/21/2013,29500,29780,29080,29280,39.614384,7126050
10/22/2013,29200,29200,28680,29100,39.370853,12353250
10/23/2013,29280,29280,28720,28840,39.019085,8598450
10/24/2013,28620,28980,28580,28980,39.208496,8915650
10/25/2013,29000,29040,28660,28980,39.208496,6735300
10/28/2013,29300,29700,29160,29640,40.101437,11307700
10/29/2013,29800,29800,29560,29800,40.317921,10334900
10/30/2013,29700,30000,29680,30000,40.588501,10588400
10/31/2013,29960,30040,29300,29300,39.641438,12647050
11/1/2013,29800,30000,29360,30000,40.588501,11357700
11/4/2013,29840,30040,29780,29980,40.561447,10887800
11/5/2013,30040,30040,29440,29700,40.182617,8009300
11/6/2013,29960,29960,28980,29020,39.262611,12218400
11/7/2013,29020,29080,28500,28740,38.883793,13006800
11/8/2013,28220,28560,28140,28200,38.153194,13681350
11/11/2013,28500,28680,28180,28560,38.640259,8563850
11/12/2013,28800,29320,28720,29120,39.397911,9784900
11/13/2013,28900,28980,28380,28380,38.396717,9995200
11/14/2013,29100,29100,28480,28480,38.532021,10132150
11/15/2013,28680,29240,28640,29240,39.560261,8339250
11/18/2013,29400,29520,29300,29480,39.884972,6386800
11/19/2013,29660,29780,29540,29780,40.290855,8183550
11/20/2013,29460,29740,29280,29400,39.77673,8178150
11/21/2013,29440,29440,28640,28800,38.964962,9019800
11/22/2013,28820,29120,28620,29000,39.235554,8574600
11/25/2013,29020,29440,29020,29300,39.641438,6615300
11/26/2013,29160,29580,29100,29580,40.020264,8586250
11/27/2013,29340,29520,29200,29400,39.77673,9351700
11/28/2013,29600,29880,29580,29880,40.426147,10644900
11/29/2013,29980,29980,29700,29880,40.426147,6752200
12/2/2013,30000,30060,29340,29340,39.695557,7487800
12/3/2013,29280,29560,29140,29220,39.533203,7798600
12/4/2013,29000,29060,28620,28640,38.748493,10844000
12/5/2013,28660,28920,28440,28800,38.964962,10479650
12/6/2013,29080,29080,28560,28560,38.640259,9147450
12/9/2013,28800,29080,28800,29080,39.343784,6996900
12/10/2013,28820,29020,28620,28800,38.964962,7755600
12/11/2013,28520,28880,28320,28400,38.423786,10629150
12/12/2013,27920,28200,27920,28200,38.153194,14962050
12/13/2013,28200,28220,27800,27800,37.612019,10053250
12/16/2013,27820,28080,27660,28000,37.882603,8954400
12/17/2013,28340,28340,27860,27900,37.747311,7762400
12/18/2013,28100,28200,27880,28020,37.90966,10899200
12/19/2013,28360,28680,28360,28540,38.613197,10552400
12/20/2013,28260,28540,28260,28540,38.613197,8407400
12/23/2013,28740,28760,28580,28660,38.775547,10639200
12/24/2013,28600,28640,28300,28300,38.288486,10980350
12/26/2013,28160,28300,28020,28160,38.099075,12307800
12/27/2013,28200,28220,27900,27920,74.075645,10510000
12/30/2013,27920,27940,27200,27440,72.802139,16908100
1/2/2014,26960,27100,26040,26180,69.459183,31025000
1/3/2014,26000,26220,25740,25920,68.769363,26496600
1/6/2014,26060,26400,25920,26140,69.353065,19735800
1/7/2014,26000,26360,25900,26080,69.193871,19763200
1/8/2014,26000,26080,25740,25820,68.504051,20474650
1/9/2014,26140,26140,25500,25500,67.655045,21250950
1/10/2014,25500,25720,25440,25440,67.49585,18189150
1/13/2014,25660,25940,25460,25900,68.716309,16449350
1/14/2014,25940,26600,25800,26260,69.671432,14716650
1/15/2014,26600,26620,25960,25980,68.928574,11747450
1/16/2014,26000,26200,25860,26020,69.034668,9752450
1/17/2014,26020,26300,25840,25840,68.557114,12774250
1/20/2014,26100,26380,25920,26320,69.830627,8682800
1/21/2014,26300,26540,26220,26480,70.255135,7562300
1/22/2014,26280,26560,26240,26560,70.467369,10826500
1/23/2014,26320,26440,25980,25980,68.928574,10336950
1/24/2014,26000,26360,25820,26140,69.353065,14001750
1/27/2014,25860,26080,25700,25840,68.557114,13346300
1/28/2014,25460,25860,25460,25660,68.079552,11701350
1/29/2014,25600,25760,25540,25600,67.920349,19181850
2/3/2014,25720,25760,25420,25440,67.49585,16259200
2/4/2014,25260,25260,24980,24980,66.275406,16033000
2/5/2014,24900,25100,24680,24740,65.638664,14926650
2/6/2014,24900,25340,24800,25180,66.806046,15197450
2/7/2014,25500,25580,25260,25500,67.655045,9943600
2/10/2014,25420,25620,25240,25540,67.761177,7799650
2/11/2014,25620,26300,25440,26220,69.565292,12684000
2/12/2014,26620,26620,26100,26140,69.353065,10027400
2/13/2014,26000,26400,25800,25960,68.875488,5838450
2/14/2014,25920,26160,25840,26020,69.034668,6220750
2/17/2014,25840,26120,25600,25700,68.185677,9386650
2/18/2014,25700,25980,25640,25900,68.716309,5910650
2/19/2014,26000,26000,25600,25800,68.450996,6179750
2/20/2014,25800,25920,25620,25720,68.238731,9543300
2/21/2014,26660,26660,26000,26600,70.573502,14346200
2/24/2014,26680,26900,26420,26560,70.467369,7425050
2/25/2014,26640,26800,26520,26680,70.785744,8785300
2/26/2014,26740,26860,26500,26840,71.210258,12918050
2/27/2014,26700,26840,26600,26820,71.157188,7891350
2/28/2014,26740,26980,26640,26980,71.581696,14232350
3/3/2014,26720,26800,26420,26500,70.308182,12104150
3/4/2014,26400,26580,26300,26300,69.777557,7900150
3/5/2014,26700,26820,26600,26600,70.573502,7491500
3/6/2014,26580,26580,26200,26520,70.361244,8616750
3/7/2014,26780,26780,26580,26780,71.051064,7548650
3/10/2014,26400,26600,26340,26400,70.04287,8657600
3/11/2014,26400,26540,26180,26440,70.148994,9079800
3/12/2014,26400,26400,25860,25880,68.663246,12579250
3/13/2014,25880,26260,25800,25800,68.450996,11750200
3/14/2014,25400,25700,25400,25500,67.655045,10836800
3/17/2014,25500,25520,25160,25320,67.17749,8820000
3/18/2014,25400,25660,25320,25560,67.814232,11045600
3/19/2014,25600,25700,25360,25380,67.33667,7638550
3/20/2014,25400,25440,25240,25240,66.965225,5939400
3/21/2014,25380,25460,25240,25460,67.54892,8321300
3/24/2014,25200,25480,25180,25460,67.54892,7073900
3/25/2014,25380,25400,24820,24940,66.169289,13625000
3/26/2014,25380,25800,24960,25700,68.185677,17444700
3/27/2014,25800,26660,25700,26660,70.732674,20877850
3/28/2014,26400,26760,26400,26700,70.838814,10648700
3/31/2014,26900,26900,26440,26860,71.263329,13259850
4/1/2014,26900,26900,26620,26780,71.051064,11081000
4/2/2014,27000,27140,26860,27140,72.006195,13100050
4/3/2014,27020,27900,27020,27800,73.757256,19098800
4/4/2014,27540,27940,27540,27600,73.226639,18400350
4/7/2014,27940,27940,27480,27940,74.128708,10761750
4/8/2014,27740,27980,27500,27880,73.969505,10608200
4/9/2014,27880,27900,27280,27420,72.749084,16061600
4/10/2014,27380,27600,27200,27600,73.226639,9999200
4/11/2014,27240,27360,27180,27300,72.430687,10659350
4/14/2014,27300,27720,27300,27400,72.696007,10586000
4/15/2014,27720,27740,27380,27400,72.696007,10969800
4/16/2014,27400,27840,27260,27600,73.226639,9308550
4/17/2014,27520,27600,27320,27400,72.696007,7241650
4/18/2014,27400,27580,27400,27560,73.120499,9518350
4/21/2014,27580,27720,27500,27600,73.226639,3299250
4/22/2014,27480,27680,27420,27500,72.961327,6084300
4/23/2014,27880,27900,27640,27780,73.704201,9500750
4/24/2014,28180,28180,27980,28140,74.659317,10546200
4/25/2014,28400,28560,27960,27980,74.234818,15269800
4/28/2014,28080,28120,27640,27760,73.651131,9431450
4/29/2014,27780,27900,27020,27200,72.165382,10909200
4/30/2014,27600,27620,26520,26860,71.263329,15047300
5/2/2014,27080,27180,26880,26920,71.422501,14943350
5/7/2014,27000,27120,26800,26880,71.316376,14189700
5/8/2014,27100,27100,26880,27000,71.63475,16281900
5/9/2014,27120,27160,26520,26700,70.838814,13157050
5/12/2014,26720,27900,26640,27760,73.651131,15944800
5/13/2014,27760,28500,27760,28000,74.287888,12107400
5/14/2014,28180,28300,28020,28300,75.083839,11103750
5/15/2014,28280,28380,28060,28200,74.81852,6806700
5/16/2014,28000,28740,27980,28560,75.773651,15856500
5/19/2014,28560,29000,28160,28960,76.8349,19281050
5/20/2014,28900,29080,28700,29020,76.994087,16007300
5/21/2014,28700,29000,28700,28820,76.46347,10842500
5/22/2014,28820,28960,28520,28520,75.667526,9540000
5/23/2014,28100,28560,28100,28560,75.773651,8511650
5/26/2014,28400,28640,28300,28440,75.455261,3735600
5/27/2014,28340,28460,28060,28140,74.659317,4748400
5/28/2014,28380,28700,28180,28660,76.038971,9200950
5/29/2014,29000,29300,28800,29200,77.471649,12521500
5/30/2014,29400,29640,28860,28860,76.569595,15831050
6/2/2014,28860,29160,28780,29100,77.206345,7439450
6/3/2014,29680,29900,29300,29400,78.002281,17234250
6/5/2014,29320,29600,29000,29140,77.312469,13507050
6/9/2014,29400,29460,28040,28180,74.765457,22269600
6/10/2014,28420,28760,28100,28720,76.198151,9214100
6/11/2014,28240,28600,28240,28440,75.455261,8625750
6/12/2014,28600,28600,28020,28260,74.977715,12943150
6/13/2014,28040,28080,27260,27340,72.536819,18589050
6/16/2014,27600,27640,27240,27480,72.908257,15319950
6/17/2014,27200,27560,27020,27480,72.908257,13476750
6/18/2014,27460,27520,27120,27160,72.059258,11044350
6/19/2014,26900,26980,26400,26460,70.202057,22339700
6/20/2014,26600,26600,25920,26020,69.034668,23902650
6/23/2014,26420,26640,26320,26440,70.148994,12488250
6/24/2014,26800,27080,26640,26900,71.369423,11890850
6/25/2014,26600,26660,26360,26400,70.04287,10231900
6/26/2014,26180,26860,26140,26500,70.308182,12765300
6/27/2014,26140,26380,26120,26220,70.903084,8953050
6/30/2014,26200,26480,26180,26440,71.498016,8881050
7/1/2014,26160,26280,26020,26200,70.84903,8725400
7/2/2014,26340,26620,26120,26600,71.930687,11139250
7/3/2014,26720,26720,26320,26360,71.281685,8543050
7/4/2014,26440,26520,26060,26120,70.632683,5978850
7/7/2014,25820,26020,25800,25840,69.875519,9437050
7/8/2014,25880,26380,25740,25900,70.037773,12073200
7/9/2014,25740,26160,25660,26160,70.740852,11829900
7/10/2014,26160,26220,26040,26120,70.632683,8960200
7/11/2014,26000,26040,25640,25680,69.442848,10779600
7/14/2014,25960,26000,25720,25720,69.55101,7082150
7/15/2014,26000,26460,25940,26400,71.389847,11976050
7/16/2014,26260,26460,26220,26420,71.443932,9114200
7/17/2014,26520,26700,26400,26600,71.930687,10922700
7/18/2014,26300,26860,26280,26860,72.633781,9742650
7/21/2014,26980,27200,26860,27060,73.174591,8059950
7/22/2014,26960,27160,26900,26960,72.904175,6300950
7/23/2014,27080,27140,26700,26760,72.363342,6417300
7/24/2014,27000,27160,26620,27100,73.282761,8051700
7/25/2014,26920,27100,26700,27100,73.282761,8790150
7/28/2014,27100,27340,26880,27160,73.445015,8992550
7/29/2014,27100,27760,27060,27720,74.959343,12809300
7/30/2014,27760,28160,27480,27900,75.446083,17359450
